Price,Street,Area,City,Type,Bedrooms,Bathrooms,Size(Sq. Ft.),Parking Space,Balcony or Terrace,Double Glazed Windows,Maintenance Staff,View,Pet Policy,Lobby in Building,Family or Bachelor,Rent Year
21000,Sector 10, Uttara, Dhaka,Apartment,3,3,1671,Yes,No,Yes,Yes,East,No,No,Yes,2016
14000,South Jatra Bari, Jatra Bari, Dhaka,Apartment,4,2,800,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
11500,Section 2, Mirpur, Dhaka,Apartment,2,2,650,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
26000,East Nakhalpara, Tejgaon, Dhaka,Apartment,3,2,1300,Yes,No,Yes,Yes,North,No,No,Yes,2017
14000,West Shewrapara, Mirpur, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
15000,West Shewrapara, Mirpur, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,South,No,No,Yes,2018
33000,Sector 4, Uttara, Dhaka,Apartment,2,2,2600,No,Yes,Yes,Yes,South,No,No,Yes,2016
9500,South Jatra Bari, Jatra Bari, Dhaka,Apartment,4,2,900,Yes,No,Yes,Yes,East,Yes,Yes,Yes,2017
16000,North Goran, Khilgaon, Dhaka,Room,3,3,900,No,Yes,Yes,Yes,West,No,No,Yes,2016
8000,West Shewrapara, Mirpur, Dhaka,Apartment,2,1,500,Yes,Yes,Yes,Yes,North,No,No,No,2017
17000,Girls School Road, Kalabagan, Dhaka,Apartment,2,2,800,No,No,Yes,Yes,West,No,No,Yes,2017
30000,Panthapath Main Road, Kalabagan, Dhaka,Apartment,3,3,1285,No,Yes,Yes,Yes,South,No,No,Yes,2018
36000,Section 2, Mirpur, Dhaka,Apartment,4,4,2000,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
25000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2017
10000,Goran, Khilgaon, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
13500,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,2,2,700,No,No,Yes,Yes,North,No,No,Yes,2017
16000,West Shewrapara, Mirpur, Dhaka,Apartment,3,2,960,No,Yes,Yes,Yes,South,No,No,Yes,2017
16000,Narinda, Sutrapur, Dhaka,Room,3,2,900,No,Yes,Yes,Yes,East,No,No,Yes,2018
10500,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,1,1,500,Yes,Yes,Yes,Yes,North,No,No,No,2018
85000,Gulshan 2, Gulshan, Dhaka,Apartment,3,3,2800,No,No,No,No,North,No,No,Yes,2016
14000,West Kafrul, Taltola, Dhaka,Apartment,2,2,725,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2018
70000,Gulshan 2, Gulshan, Dhaka,Apartment,3,3,2000,No,Yes,Yes,Yes,North,No,No,Yes,2017
13000,South Kafrul Road, Kafrul, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,East,No,Yes,Yes,2018
20000,Jigatola, Hazaribag, Dhaka,Apartment,2,2,650,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
20000,West Shewrapara, Mirpur, Dhaka,Apartment,3,2,1100,No,No,No,No,North,No,No,Yes,2016
28000,Outer Circular Road, Shiddheswari, Dhaka,Apartment,3,3,1650,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
9500,Jatra Bari, Jatra Bari, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
35000,Outer Circular Road, Shiddheswari, Dhaka,Apartment,4,4,2150,No,Yes,Yes,No,West,No,No,Yes,2016
21000,West Shewrapara, Mirpur, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2018
22000,Section 2, Mirpur, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
16500,West Shewrapara, Mirpur, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
17000,Section 2, Mirpur, Dhaka,Apartment,3,3,1050,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
10000,Moddo Para, Khilkhet, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
12500,South Kafrul Road, Kafrul, Dhaka,Apartment,2,2,900,No,No,Yes,Yes,North,No,No,Yes,2016
24000,Sector 4, Uttara, Dhaka,Apartment,3,3,1250,No,Yes,Yes,Yes,South,No,No,Yes,2017
28000,Sector 4, Uttara, Dhaka,Apartment,3,3,1470,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
22000,Sector 4, Uttara, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
14000,Goran, Khilgaon, Dhaka,Apartment,3,2,800,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
14000,Aainusbag, Dakshin Khan, Dhaka,Apartment,3,3,1350,No,Yes,Yes,Yes,East,No,No,Yes,2017
28000,Sector 4, Uttara, Dhaka,Apartment,3,3,1800,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
12000,North Goran, Khilgaon, Dhaka,Apartment,2,1,815,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
14000,Park Road, Baridhara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
30000,Sector 10, Uttara, Dhaka,Apartment,4,4,1668,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
14000,South Kafrul Road, Kafrul, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
24000,Sector 10, Uttara, Dhaka,Apartment,3,3,1500,No,Yes,Yes,Yes,North,No,No,Yes,2018
16000,Sector 10, Uttara, Dhaka,Apartment,3,3,1160,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
26000,Sector 10, Uttara, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
26000,Sector 4, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
16000,Sector 4, Uttara, Dhaka,Apartment,3,2,900,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
25000,Sector 10, Uttara, Dhaka,Apartment,3,3,1500,No,Yes,Yes,Yes,North,No,No,Yes,2016
60000,Sector 4, Uttara, Dhaka,Apartment,3,4,1800,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
14500,North Goran, Khilgaon, Dhaka,Apartment,3,2,950,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
23000,Sector 4, Uttara, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
13500,North Goran, Khilgaon, Dhaka,Apartment,2,2,915,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
22000,Sector 10, Uttara, Dhaka,Apartment,3,4,1550,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
13000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
17700,Block B, Banasree, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,South,No,No,Yes,2018
8000,Jatra Bari, Jatra Bari, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
28000,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,4,3,1440,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
7500,Jatra Bari, Jatra Bari, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
50000,Sector 4, Uttara, Dhaka,Apartment,3,4,2600,No,Yes,Yes,Yes,East,No,No,Yes,2017
17000,Block B, Banasree, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
15000,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,2,2,720,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
16000,Narinda, Sutrapur, Dhaka,Apartment,2,2,900,No,Yes,Yes,Yes,North,No,No,Yes,2018
120000,Gulshan 2, Gulshan, Dhaka,Apartment,3,3,3000,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
14000,Aainusbag, Dakshin Khan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,Yes,No,Yes,2018
14000,Aainusbag, Dakshin Khan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
18000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
11000,Bepari Para, Khilkhet, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
15000,Section 2, Mirpur, Dhaka,Apartment,2,2,750,No,Yes,Yes,Yes,North,No,No,Yes,2018
25000,Block B, Banasree, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
80000,Gulshan 2, Gulshan, Dhaka,Room,3,3,2800,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
7500,West Shewrapara, Mirpur, Dhaka,Apartment,1,1,400,Yes,Yes,Yes,Yes,East,Yes,Yes,No,2017
17000,Section 2, Mirpur, Dhaka,Apartment,3,3,1350,No,No,No,No,North,No,No,Yes,2018
15000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,3,2,950,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
49000,Block J, Baridhara, Dhaka,Room,3,4,1365,Yes,Yes,No,Yes,North,No,No,Yes,2017
10000,Goran, Khilgaon, Dhaka,Apartment,1,1,500,Yes,Yes,Yes,Yes,West,No,No,No,2018
56000,Road 3, Baridhara, Dhaka,Apartment,3,3,1916,No,No,No,Yes,South,No,Yes,Yes,2017
50000,Road 11A, Dhanmondi, Dhaka,Room,3,4,1800,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
8500,West Shewrapara, Mirpur, Dhaka,Apartment,2,1,500,Yes,Yes,Yes,Yes,North,No,Yes,No,2016
10500,Moddo Para, Khilkhet, Dhaka,Apartment,2,2,700,No,No,No,No,South,No,No,Yes,2016
25000,Vatara, Badda, Dhaka,Apartment,3,3,1450,No,Yes,Yes,Yes,West,No,No,Yes,2016
15000,Block B, Banasree, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
15000,Nayatola, Maghbazar, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
20000,B.C Das Lane, Lalbagh, Dhaka,Apartment,3,2,950,No,Yes,Yes,Yes,West,No,No,Yes,2017
82000,Gulshan 2, Gulshan, Dhaka,Apartment,4,4,3375,Yes,Yes,No,Yes,North,No,No,Yes,2016
16000,Goran, Khilgaon, Dhaka,Apartment,3,3,1000,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
15000,Goran, Khilgaon, Dhaka,Room,3,3,1000,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
5000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Apartment,1,1,450,Yes,Yes,Yes,Yes,North,No,No,No,2017
18000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Apartment,3,1,1200,No,No,No,No,East,No,No,Yes,2018
16000,Block B, Banasree, Dhaka,Apartment,3,2,1100,No,Yes,Yes,Yes,North,No,No,Yes,2017
20000,West Shewrapara, Mirpur, Dhaka,Apartment,3,4,1400,No,Yes,Yes,Yes,North,No,No,Yes,2018
13000,South Jatra Bari, Jatra Bari, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
12000,South Jatra Bari, Jatra Bari, Dhaka,Apartment,2,2,700,No,No,Yes,Yes,North,No,No,Yes,2016
44500,Block J, Baridhara, Dhaka,Apartment,3,3,2000,No,Yes,Yes,Yes,South,No,No,Yes,2016
12000,North Kafrul Rd, Kafrul, Dhaka,Apartment,3,1,900,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
8000,South Kafrul Road, Kafrul, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,East,No,No,Yes,2018
80000,Gulshan 2, Gulshan, Dhaka,Apartment,4,4,3375,No,Yes,Yes,Yes,North,No,No,Yes,2017
16000,Moddo Para, Khilkhet, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,East,Yes,Yes,Yes,2017
20000,Road 12A, Dhanmondi, Dhaka,Room,2,2,900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
8000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,1,1,400,Yes,Yes,Yes,Yes,East,No,No,No,2016
18000,Section 2, Mirpur, Dhaka,Apartment,3,3,1250,No,No,No,No,North,No,No,Yes,2016
13000,South Azampur, Dakshin Khan, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
25000,Sector 10, Uttara, Dhaka,Apartment,3,4,1385,No,Yes,Yes,Yes,North,No,No,Yes,2018
24000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Apartment,3,3,1300,No,Yes,Yes,Yes,South,No,No,Yes,2016
13000,South Azampur, Dakshin Khan, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
10000,Goran, Khilgaon, Dhaka,Room,2,1,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
6000,Goran, Khilgaon, Dhaka,Room,1,1,400,No,Yes,Yes,Yes,West,No,No,No,2016
14000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Room,2,1,600,No,No,No,No,North,No,No,Yes,2017
7000,Goran, Khilgaon, Dhaka,Room,1,1,400,No,No,Yes,Yes,North,No,No,No,2018
8000,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,1,1,500,No,No,No,No,South,No,No,No,2017
9000,Jatra Bari, Jatra Bari, Dhaka,Apartment,2,2,700,No,No,No,No,North,No,No,Yes,2018
8500,Jatra Bari, Jatra Bari, Dhaka,Apartment,2,2,700,No,Yes,Yes,Yes,West,No,No,Yes,2016
46000,Block J, Baridhara, Dhaka,Apartment,3,3,1850,No,Yes,Yes,Yes,North,No,No,Yes,2018
25000,Section 12, Mirpur, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
49500,Block J, Baridhara, Dhaka,Apartment,4,5,2488,No,Yes,Yes,Yes,West,No,No,Yes,2017
20000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
15000,Section 2, Mirpur, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
20000,Pallabi, Mirpur, Dhaka,Apartment,3,3,1250,No,Yes,Yes,Yes,North,No,No,Yes,2017
13000,Mohammadi Housing LTD., Mohammadpur, Dhaka,Room,2,2,700,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
9000,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,1,1,450,No,Yes,Yes,Yes,North,No,No,No,2016
13000,Sipahibag Bazar, Khilgaon, Dhaka,Apartment,2,2,800,No,No,No,No,North,No,No,Yes,2018
14500,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,2,2,720,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
25500,Block B, Banasree, Dhaka,Room,3,3,1300,No,Yes,Yes,Yes,North,No,No,Yes,2016
6000,Sipahibag Bazar, Khilgaon, Dhaka,Apartment,1,1,450,Yes,Yes,Yes,Yes,South,No,No,No,2016
49000,Block J, Baridhara, Dhaka,Apartment,4,5,2500,No,No,No,No,West,No,No,Yes,2018
55000,Block J, Baridhara, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
22000,Block B, Banasree, Dhaka,Apartment,3,3,1590,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
18000,Section 2, Mirpur, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
14000,Goran, Khilgaon, Dhaka,Apartment,3,3,960,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
15000,Section 2, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,Yes,Yes,North,No,No,Yes,2018
11000,Bepari Para, Khilkhet, Dhaka,Apartment,2,2,700,No,No,No,Yes,West,No,No,Yes,2017
46000,Vatara, Badda, Dhaka,Apartment,3,3,1383,No,Yes,No,No,West,No,No,Yes,2016
13000,Block A, Banasree, Dhaka,Room,2,2,900,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
5500,Sipahibag Bazar, Khilgaon, Dhaka,Apartment,1,1,400,No,Yes,Yes,Yes,North,No,No,No,2017
75000,Block J, Baridhara, Dhaka,Apartment,4,4,2400,No,No,No,No,West,No,No,Yes,2017
29000,Block J, Baridhara, Dhaka,Apartment,3,3,1588,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
18000,Section 2, Mirpur, Dhaka,Apartment,2,3,1150,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
12000,South Baridhara Residential Area,D.I.T. Project, Badda,Room,2,2,720,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
8000,East Nakhalpara, Tejgaon, Dhaka,Apartment,1,1,360,No,No,Yes,Yes,North,No,No,No,2017
45000,New Baily Road, Shiddheswari, Dhaka,Apartment,3,5,2000,No,No,No,No,North,No,No,Yes,2018
14500,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Room,2,1,650,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
5500,East Nakhalpara, Tejgaon, Dhaka,Apartment,1,1,350,No,No,No,Yes,North,No,No,No,2017
15000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Apartment,2,1,650,No,No,No,No,North,No,No,Yes,2018
18000,West Dhanmondi and Shangkar, Dhanmondi, Dhaka,Apartment,2,2,850,No,Yes,Yes,Yes,South,No,No,Yes,2016
13000,Moddo Para, Khilkhet, Dhaka,Apartment,2,2,650,No,Yes,Yes,Yes,West,No,No,Yes,2018
38000,Circuit House Road, Kakrail, Dhaka,Apartment,4,3,1675,No,No,Yes,Yes,North,No,No,Yes,2018
14000,East Shewrapara, Mirpur, Dhaka,Apartment,2,2,850,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
9500,East Kazipara, Mirpur, Dhaka,Apartment,2,1,700,No,Yes,Yes,Yes,North,No,No,Yes,2016
17000,East Kazipara, Mirpur, Dhaka,Apartment,3,3,1200,No,Yes,Yes,Yes,North,No,No,Yes,2016
12000,East Kazipara, Mirpur, Dhaka,Apartment,2,2,950,No,Yes,Yes,Yes,South,No,No,Yes,2017
10000,Donia, Jatra Bari, Dhaka,Apartment,3,2,1300,No,Yes,Yes,Yes,North,No,No,Yes,2018
14000,East Rampura, Rampura, Dhaka,Apartment,2,2,840,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
15000,East Rampura, Rampura, Dhaka,Apartment,2,2,878,No,Yes,Yes,Yes,North,No,No,Yes,2017
13000,Tikatuli, Sutrapur, Dhaka,Apartment,2,1,800,No,Yes,Yes,Yes,North,No,No,Yes,2018
15000,Section 10, Mirpur, Dhaka,Apartment,2,2,650,No,Yes,Yes,Yes,West,No,No,Yes,2016
50000,Sector 7, Uttara, Dhaka,Apartment,3,4,3000,No,Yes,Yes,Yes,South,No,No,Yes,2016
25000,Nurer Chala, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
45000,Sector 7, Uttara, Dhaka,Apartment,3,4,1900,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
23000,Sector 7, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
18000,Pallabi, Mirpur, Dhaka,Apartment,4,3,1500,No,Yes,Yes,Yes,East,No,Yes,Yes,2017
10000,Shahid Nagar, Lalbagh, Dhaka,Apartment,2,3,700,Yes,Yes,Yes,Yes,East,No,Yes,Yes,2016
8000,Donia, Jatra Bari, Dhaka,Apartment,2,2,700,No,No,Yes,Yes,South,No,No,Yes,2018
35500,Wari, Sutrapur, Dhaka,Apartment,3,3,1600,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
18000,Sultangong Road, Hazaribag, Dhaka,Apartment,3,3,900,Yes,Yes,Yes,Yes,East,No,Yes,Yes,2017
10000,West Shewrapara, Mirpur, Dhaka,Apartment,2,2,750,No,Yes,Yes,Yes,North,No,No,Yes,2016
17000,North Bashabo, Bashabo, Dhaka,Room,2,2,900,No,Yes,Yes,Yes,East,No,No,Yes,2017
8000,East Nakhalpara, Tejgaon, Dhaka,Apartment,1,1,360,Yes,Yes,Yes,Yes,North,No,No,No,2016
20000,Section 6, Mirpur, Dhaka,Room,2,3,1657,No,No,Yes,Yes,North,No,No,Yes,2016
8500,West Shewrapara, Mirpur, Dhaka,Apartment,2,1,500,Yes,Yes,Yes,Yes,West,No,Yes,No,2016
25000,Pallabi, Mirpur, Dhaka,Apartment,3,3,1600,No,Yes,No,No,North,No,No,Yes,2017
24000,Pallabi, Mirpur, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2016
9500,Shahid Nagar, Lalbagh, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
13000,Moddo Para, Khilkhet, Dhaka,Apartment,2,1,700,No,No,Yes,Yes,North,No,No,Yes,2018
31000,Wari, Sutrapur, Dhaka,Room,2,2,1100,No,Yes,Yes,Yes,North,No,No,Yes,2016
7500,Shahid Nagar, Lalbagh, Dhaka,Apartment,2,1,600,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
10000,East Kazipara, Mirpur, Dhaka,Apartment,2,1,750,No,No,Yes,Yes,South,No,No,Yes,2017
30000,Pallabi, Mirpur, Dhaka,Apartment,3,3,1970,No,Yes,Yes,Yes,North,No,No,Yes,2018
42000,Wari, Sutrapur, Dhaka,Apartment,3,4,1700,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2018
28000,West Rampura, Rampura, Dhaka,Apartment,3,3,1550,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
20000,Sector 7, Uttara, Dhaka,Apartment,3,2,1400,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
12000,East Shewrapara, Mirpur, Dhaka,Apartment,2,2,850,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
16000,Momin Road, Ibrahimpur, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
14000,Momin Road, Ibrahimpur, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
23000,Ibrahimpur Road, Kafrul, Dhaka,Apartment,3,3,1158,No,Yes,Yes,Yes,North,No,No,Yes,2017
18000,Ibrahimpur Road, Kafrul, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
15000,East Shewrapara, Mirpur, Dhaka,Apartment,2,2,850,No,Yes,Yes,Yes,North,No,No,Yes,2016
16000,Kamal Khan Road, Ibrahimpur, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
10000,East Kazipara, Mirpur, Dhaka,Apartment,2,1,650,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
15000,East Nakhalpara, Tejgaon, Dhaka,Room,2,1,700,No,No,Yes,Yes,North,No,No,Yes,2018
10000,Sultangong Road, Hazaribag, Dhaka,Apartment,2,1,600,No,Yes,Yes,Yes,North,No,No,Yes,2016
150000,Gulshan 2, Gulshan, Dhaka,Apartment,3,3,3000,No,No,Yes,Yes,West,No,No,Yes,2017
14000,South Baridhara Residential Area,D.I.T. Project, Badda,Room,2,2,720,Yes,Yes,Yes,Yes,East,No,Yes,Yes,2018
6000,Shahid Nagar, Lalbagh, Dhaka,Apartment,1,1,300,No,Yes,Yes,Yes,West,No,No,No,2017
17500,Khilbari Tek, Badda, Dhaka,Apartment,3,3,1200,No,No,Yes,Yes,North,No,No,Yes,2016
30000,Wari, Sutrapur, Dhaka,Room,2,2,1100,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
5500,East Nakhalpara, Tejgaon, Dhaka,Apartment,1,1,350,Yes,Yes,Yes,Yes,South,No,No,No,2016
23000,East Nakhalpara, Tejgaon, Dhaka,Room,3,2,900,No,No,No,No,North,No,No,Yes,2016
5500,East Nakhalpara, Tejgaon, Dhaka,Apartment,1,1,350,Yes,Yes,Yes,Yes,North,No,No,No,2017
14000,West Rampura, Rampura, Dhaka,Room,3,2,800,No,No,No,No,North,No,No,Yes,2018
6500,Moddo Para, Khilkhet, Dhaka,Room,1,1,450,Yes,Yes,Yes,Yes,North,No,No,No,2016
13000,West Shewrapara, Mirpur, Dhaka,Apartment,2,2,645,No,No,No,Yes,West,No,No,Yes,2016
15500,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,2,2,720,No,No,No,Yes,North,No,No,Yes,2018
20000,Tilpapara, Khilgaon, Dhaka,Room,3,2,865,No,Yes,Yes,Yes,South,No,No,Yes,2017
7500,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,1,1,550,No,Yes,Yes,Yes,West,No,No,Yes,2017
14000,West Shewrapara, Mirpur, Dhaka,Apartment,3,3,975,No,No,Yes,Yes,North,No,No,Yes,2017
40000,Iqbal Road, Mohammadpur, Dhaka,Apartment,3,4,1565,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
28000,Sir Sayed Road, Mohammadpur, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
18000,Mirbag Notun Rasta , Maghbazar, Dhaka,Apartment,3,2,1400,No,Yes,Yes,Yes,North,No,No,Yes,2016
14000,Block C, Banasree, Dhaka,Room,3,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
10500,Section 10, Mirpur, Dhaka,Apartment,2,1,600,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
14000,Mirbag Notun Rasta , Maghbazar, Dhaka,Apartment,2,2,1100,No,No,Yes,Yes,West,No,No,Yes,2016
15000,Sher-E-Bangla Road, Hazaribag, Dhaka,Apartment,1,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
27000,Sector 7, Uttara, Dhaka,Apartment,3,3,1305,No,Yes,Yes,Yes,West,No,No,Yes,2018
9000,Section 10, Mirpur, Dhaka,Apartment,2,1,650,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
17000,Section 10, Mirpur, Dhaka,Room,3,3,1250,No,No,No,No,South,No,No,Yes,2017
12000,East Nakhalpara, Tejgaon, Dhaka,Apartment,2,1,600,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
13000,West Shewrapara, Mirpur, Dhaka,Apartment,3,2,1000,No,No,Yes,Yes,North,No,No,Yes,2016
12000,West Shewrapara, Mirpur, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,East,No,No,Yes,2017
16000,Mirbag Notun Rasta , Maghbazar, Dhaka,Apartment,3,2,1400,No,Yes,Yes,Yes,North,No,No,Yes,2018
25000,Sultangong Road, Hazaribag, Dhaka,Apartment,4,2,1350,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
18500,Police Fari road, Khilgaon, Dhaka,Apartment,2,2,910,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
8500,East Rampura, Rampura, Dhaka,Apartment,2,2,700,No,Yes,Yes,Yes,North,No,No,Yes,2018
8500,South Baridhara Residential Area,D.I.T. Project, Badda,Apartment,2,2,700,No,Yes,Yes,Yes,East,No,No,Yes,2018
